rank,id_boleto,risk_score_heuristico,risk_level,statistical_score,statistical_level,score_consolidado,amount,delay_days,payer_uf,beneficiary_uf,tipo_especie,baixa_missing,z_payer,z_beneficiary,z_combined,motivo_estatistico,motivos_heuristicos
3663,e7b714c5fc5662e0cd20261ba5caf29b14421c34624555cdc1d990949f3e557c,10.0,baixo,33.71,desvio leve,17.11,16747.50,3,SP,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,1.0,1.3484,1.3484,valor 1.00 desvios acima da media do pagador; valor 1.35 desvios acima da media do beneficiario,pagamento com atraso de 3 dias; pagador com liquidez moderada; historico de atraso moderado
3664,f4bdca1386c0ecf750a3abdd654d9d09686abad1563275ca0e3d5de822a14eee,22.0,baixo,5.66,comportamento normal,17.1,98541.19,0,SP,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.2263,-0.1871,0.2263,valor 0.23 desvios abaixo da media do pagador; valor 0.19 desvios abaixo da media do beneficiario,valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional
3665,fd8980b06aa142932a312b62ba75296f35a57446fd296f7376cb8222508038c5,20.0,baixo,10.34,comportamento normal,17.1,369.01,0,SP,MG,DM DUPLICATA MERCANTIL,nao,0.1382,-0.4135,0.4135,valor 0.14 desvios acima da media do pagador; valor 0.41 desvios abaixo da media do beneficiario,pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia moderado
3666,aa0f391f28c93722b7b00cf9bfd7868ee62ad9b54f60937e11a6968930d2ee39,12.0,baixo,29.0,desvio leve,17.1,317.10,3,SP,SC,DM DUPLICATA MERCANTIL,nao,,-1.1602,1.1602,valor 1.16 desvios abaixo da media do beneficiario,pagamento com atraso de 3 dias; beneficiario com alta concentracao operacional; historico de atraso moderado
3667,cf7dbb487ba9be91cc083d9a5566270ce19e8a582d886354e2c63e7299623afc,11.0,baixo,31.32,desvio leve,17.1,939.94,0,SC,SC,DM DUPLICATA MERCANTIL,nao,1.0,1.2528,1.2528,valor 1.00 desvios acima da media do pagador; valor 1.25 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
3668,293a96cdda088b0c0a9fb1c10f9c8f729752735348f5d71b6feebc379a072365,10.0,baixo,33.67,desvio leve,17.1,473.02,0,,,DM DUPLICATA MERCANTIL,nao,-1.3466,-1.2523,1.3466,valor 1.35 desvios abaixo da media do pagador; valor 1.25 desvios abaixo da media do beneficiario,historico de atraso elevado
3669,70cb156c28ca687e907ff92b83fce028d1a1c5f744fa15b4020581f6670f1d9a,19.0,baixo,12.64,comportamento normal,17.09,6980.98,0,DF,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.5055,-0.3213,0.5055,valor 0.51 desvios abaixo da media do pagador; valor 0.32 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
3670,3e081e268f44acddca2fbb36345e4125b64d17ac032e455a1cef9434112c92d7,19.0,baixo,12.63,comportamento normal,17.09,6272.00,0,DF,RJ,DM DUPLICATA MERCANTIL,nao,-0.0808,0.505,0.505,valor 0.08 desvios abaixo da media do pagador; valor 0.51 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
3671,4bc8f864b1bd5bcfc5444883a469ec5a0d36836c42620c12c3f3410f94cd6ddb,19.0,baixo,12.63,comportamento normal,17.09,4025.26,0,SP,SP,DM DUPLICATA MERCANTIL,nao,0.0425,-0.5051,0.5051,valor 0.04 desvios acima da media do pagador; valor 0.51 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
3672,1aaff317400ce6aeded8744f4a7c2fceefb083f4bda1841b985a5516884a3af7,16.0,baixo,19.63,comportamento normal,17.09,3032.34,0,SP,,DM DUPLICATA MERCANTIL,nao,,-0.785,0.785,valor 0.79 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia moderado
3673,374208a3978c05dc941138f07e1777ca17561c18b935665c7a4e7f6792880517,11.0,baixo,31.3,desvio leve,17.09,2936.77,0,RJ,SP,DM DUPLICATA MERCANTIL,nao,,-1.2519,1.2519,valor 1.25 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
3674,8d706723770954437b80b6a834d2553682f958852c09c78fcc3fa52a14adfc35,11.0,baixo,31.3,desvio leve,17.09,939.70,0,SC,SC,DM DUPLICATA MERCANTIL,nao,,1.2522,1.2522,valor 1.25 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
3675,d862ce8dfec029cae40b581765505263ecb3dd7ca3d0a3ce748cbed937001165,21.33,baixo,7.16,comportamento normal,17.08,472.43,1,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,0.2863,-0.0429,0.2863,valor 0.29 desvios acima da media do pagador; valor 0.04 desvios abaixo da media do beneficiario,pagamento com atraso de 1 dias; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia elevado
3676,4e01bd1f464e1c43d084dea61372a8dd1bfd5e3797ec689f307b251707795ab2,20.0,baixo,10.24,comportamento normal,17.07,7699.68,0,PA,GO,DM DUPLICATA MERCANTIL,nao,-0.4096,-0.2561,0.4096,valor 0.41 desvios abaixo da media do pagador; valor 0.26 desvios abaixo da media do beneficiario,pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia moderado
3677,ff246f08c994e934b1f8b0ce6949d71e9fbdbf9364a0f462a79ab5c1382c0a55,20.0,baixo,10.24,comportamento normal,17.07,7699.68,-1,PA,GO,DM DUPLICATA MERCANTIL,nao,-0.4096,-0.2561,0.4096,valor 0.41 desvios abaixo da media do pagador; valor 0.26 desvios abaixo da media do beneficiario,pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia moderado
3678,7faade5e17731cb557be9a8f979601a3f9c36a9c8f2afb2fc2ae94ce741d0cce,19.0,baixo,12.58,comportamento normal,17.07,6131.25,0,RS,SC,DM DUPLICATA MERCANTIL,nao,-0.1314,-0.5033,0.5033,valor 0.13 desvios abaixo da media do pagador; valor 0.50 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
3679,4504971ab387e8f59b3f4d0188b1cd3d911a9d23f1d5de3e9bbcc5f88f8a3109,17.67,baixo,15.67,comportamento normal,17.07,193.50,23,RJ,RJ,DM DUPLICATA MERCANTIL,nao,,-0.6267,0.6267,valor 0.63 desvios abaixo da media do beneficiario,pagamento com atraso de 23 dias; beneficiario com alta concentracao operacional; score de quantidade intermediario
3680,1acb04f1cbaa9d9b2456b557c34f5376dba0224dab158db2f751d827ec8c68a4,17.33,baixo,16.45,comportamento normal,17.07,257.30,4,SC,SC,DM DUPLICATA MERCANTIL,nao,,-0.6579,0.6579,valor 0.66 desvios abaixo da media do beneficiario,pagamento com atraso de 4 dias; beneficiario com alta concentracao operacional; indicador de inadimplencia elevado
3681,4ed6245797f18fae8bbbd9c7ca68b37defd6a7168ee1b16ed284ce2c6921faa8,16.0,baixo,19.56,comportamento normal,17.07,80.74,3,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.7826,-0.0534,0.7826,valor 0.78 desvios abaixo da media do pagador; valor 0.05 desvios abaixo da media do beneficiario,pagamento com atraso de 3 dias; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado
3682,ccd5efb8dc98e9812c5730ff197a2a61cc9a1006b8826ddf8f873183bd558524,13.67,baixo,25.0,desvio leve,17.07,9618.00,2,RS,SC,DM DUPLICATA MERCANTIL,nao,0.0305,-1.0,1.0,valor 0.03 desvios acima da media do pagador; valor 1.00 desvios abaixo da media do beneficiario,pagamento com atraso de 2 dias; pagador com alta recorrencia de boletos; historico de atraso moderado
3683,c3982d7d12ad3c7bc27abe9ba49420d2cebbfdabaf5c5bd2982ae136639ac8a0,13.67,baixo,25.0,desvio leve,17.07,44529.16,2,SP,SP,DM DUPLICATA MERCANTIL,nao,1.0,-0.7982,1.0,valor 1.00 desvios acima da media do pagador; valor 0.80 desvios abaixo da media do beneficiario,pagamento com atraso de 2 dias; valor nominal elevado; historico de atraso moderado
3684,e2c9f78ddf48421bda0ce416b19264742e3b0eb718e306867e91356459702d14,13.67,baixo,25.0,desvio leve,17.07,4680.00,2,SP,SP,DM DUPLICATA MERCANTIL,nao,-0.4193,1.0,1.0,valor 0.42 desvios abaixo da media do pagador; valor 1.00 desvios acima da media do beneficiario,pagamento com atraso de 2 dias; pagador com alta recorrencia de boletos; historico de atraso moderado
3685,be2098f96bf1d98105ae23c0f5eb6a2a5f890ed7ad047e6a8fa4d8cb1bf8ce28,13.67,baixo,25.0,desvio leve,17.07,46797.09,2,SP,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,-1.0,-1.0,1.0,valor 1.00 desvios abaixo da media do pagador; valor 1.00 desvios abaixo da media do beneficiario,pagamento com atraso de 2 dias; valor nominal elevado; historico de atraso moderado
3686,c892bd093d3702203b9bfa96ae71152c29b524102e5e81c72791162e560bcb1f,12.0,baixo,28.91,desvio leve,17.07,642.33,-2,BA,BA,DM DUPLICATA MERCANTIL,nao,-1.1563,0.0824,1.1563,valor 1.16 desvios abaixo da media do pagador; valor 0.08 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; beneficiario com baixa liquidez
3687,aa75ebb89887517b141dcb9684aa14f25ebcff8acde92184ec5fdcd805a20252,17.33,baixo,16.42,comportamento normal,17.06,509.60,7,PE,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.6569,0.6569,valor 0.66 desvios abaixo da media do beneficiario,pagamento com atraso de 7 dias; beneficiario com alta concentracao operacional; score de quantidade intermediario; historico de atraso moderado
3688,cf986b662fd4077deb88d00d56c5c5218d7d7ce679999d409301e14faa618cb7,15.67,baixo,20.27,comportamento normal,17.05,522.47,2,MG,SP,DM DUPLICATA MERCANTIL,nao,-0.8108,-0.4211,0.8108,valor 0.81 desvios abaixo da media do pagador; valor 0.42 desvios abaixo da media do beneficiario,pagamento com atraso de 2 dias; pagador com recorrencia relevante; beneficiario com baixa liquidez; historico de atraso moderado
3689,c00af72bc78ede999fd28b5337ad51727cfdf656079c47462e4173ba86f8be9b,15.0,baixo,21.85,comportamento normal,17.05,1111.32,0,SP,SC,DM DUPLICATA MERCANTIL,nao,-0.3161,-0.8741,0.8741,valor 0.32 desvios abaixo da media do pagador; valor 0.87 desvios abaixo da media do beneficiario,pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado
3690,9a0466dff1db40baf1483e74ccf2d5a5d4f3eead880e3bfc63c8d6ef15bce065,11.0,baixo,31.16,desvio leve,17.05,1768.86,0,SC,RS,DM DUPLICATA MERCANTIL,nao,,-1.2466,1.2466,valor 1.25 desvios abaixo da media do beneficiario,beneficiario com baixa liquidez; historico de atraso moderado
3691,2619e35b3b0f1c2894133b66232a52ce8f32b05014580e5ea9a3ebd16d952d81,5.0,baixo,45.16,desvio leve,17.05,7508.34,-1,SC,SP,DM DUPLICATA MERCANTIL,nao,,-1.8065,1.8065,valor 1.81 desvios abaixo da media do beneficiario,historico de atraso moderado
3692,1af95789754c1c7fdd12342a227fd2ba183605a3dcc8e727b6f03c5428e06c4e,16.0,baixo,19.45,comportamento normal,17.04,294.69,0,GO,GO,DM DUPLICATA MERCANTIL,nao,,-0.7781,0.7781,valor 0.78 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia moderado
3693,82bff248a853bd6505f53c52d96f6db7eb5ac4c187a63cc2624ab7d65f067ce7,6.0,baixo,42.8,desvio leve,17.04,6046.68,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,1.7121,0.1072,1.7121,valor 1.71 desvios acima da media do pagador; valor 0.11 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional
3694,cb95880cb3398c15189bcac47a96eeca5c7700bf349e00536fc460c09e2edada,24.33,baixo,0.0,comportamento normal,17.03,1554.03,1,BA,RS,DM DUPLICATA MERCANTIL,nao,,,0.0,historico insuficiente para teste estatistico,pagamento com atraso de 1 dias; pagador com baixa liquidez; score de quantidade intermediario; indicador de inadimplencia elevado
3695,014ab5a9656922cc32568c43bcc755ae3ce4f5730c67f36a5d958215f00f4e96,24.33,baixo,0.0,comportamento normal,17.03,21750.00,4,SP,SP,DM DUPLICATA MERCANTIL,sim,,,0.0,historico insuficiente para teste estatistico,boleto sem valor de baixa; pagamento com atraso de 4 dias; historico de atraso moderado
3696,414e4c2c25ae149f03e9207ee71f1d95710054b2d69a1039e5fd0e0e1a2c6551,8.0,baixo,38.07,desvio leve,17.02,928.25,0,SP,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.4506,-1.5228,1.5228,valor 0.45 desvios abaixo da media do pagador; valor 1.52 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos
3697,eed17ecf625aba1774eaabb180d6a4292e6fe29db6cdf92ca88c73d43b4579aa,19.0,baixo,12.37,comportamento normal,17.01,3750.00,0,SP,SP,DM DUPLICATA MERCANTIL,nao,-0.4948,,0.4948,valor 0.49 desvios abaixo da media do pagador,pagador com alta recorrencia de boletos; beneficiario com baixa liquidez; historico de atraso moderado
3698,4f8f0724b796dfa4178808ecad4fa085e400bada843f22b5f915271247124e9f,19.0,baixo,12.37,comportamento normal,17.01,3358.79,-3,SP,SP,DM DUPLICATA MERCANTIL,nao,-0.0519,0.4948,0.4948,valor 0.05 desvios abaixo da media do pagador; valor 0.49 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
3699,72739555df848333746d222af19cd6c66deebaca7454da9119260a2176956a8f,17.33,baixo,16.27,comportamento normal,17.01,511.95,4,SE,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.6508,0.6508,valor 0.65 desvios abaixo da media do beneficiario,pagamento com atraso de 4 dias; beneficiario com alta concentracao operacional; historico de atraso elevado
3700,ad710068681ac26ade085c341161f52096a3eeb08d025ca49b6c6bf70c3fad4b,11.33,baixo,30.27,desvio leve,17.01,5966.96,1,MG,RN,DM DUPLICATA MERCANTIL,nao,,1.2108,1.2108,valor 1.21 desvios acima da media do beneficiario,pagamento com atraso de 1 dias; beneficiario com alta concentracao operacional; historico de atraso moderado
3701,af795b9ab60bfba90058b5a1f80031b88722694e23b940cdf1cc194062359177,12.0,baixo,28.67,desvio leve,17.0,322.25,3,BA,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-1.1467,1.1467,valor 1.15 desvios abaixo da media do beneficiario,pagamento com atraso de 3 dias; beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
3702,d68af7e97f2205ee56ee3cfb27a964c9ec5e05b54d80cde55b021d1a3e06ae87,19.0,baixo,12.3,comportamento normal,16.99,1342.14,-1,SP,SP,DM DUPLICATA MERCANTIL,nao,-0.3376,-0.4919,0.4919,valor 0.34 desvios abaixo da media do pagador; valor 0.49 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
3703,79b5006342180e99c851b3b6096a225196cd12f940bd012f5d116d8d6588c913,19.0,baixo,12.31,comportamento normal,16.99,405.59,0,SP,SP,DM DUPLICATA MERCANTIL,nao,0.3799,0.4924,0.4924,valor 0.38 desvios acima da media do pagador; valor 0.49 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
3704,f442807441e16f582e983c0b698ff506598f3fc5968f5971fa612370605e9249,15.0,baixo,21.65,comportamento normal,16.99,429.65,0,MG,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.8659,0.8659,valor 0.87 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; score de quantidade intermediario; historico de atraso moderado
3705,d32ef2b2e71aacfaaf43cab5e54cc52647f7d5141340a9106038126ee4762781,15.0,baixo,21.65,comportamento normal,16.99,1269.83,0,SP,SC,DM DUPLICATA MERCANTIL,nao,-0.139,-0.8661,0.8661,valor 0.14 desvios abaixo da media do pagador; valor 0.87 desvios abaixo da media do beneficiario,pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado
3706,d7b1ceee8e107ed2fe2091cc3ffd410322737539f592d0cb1142f65f20972373,22.0,baixo,5.2,comportamento normal,16.96,100365.88,0,SP,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.2082,-0.165,0.2082,valor 0.21 desvios abaixo da media do pagador; valor 0.16 desvios abaixo da media do beneficiario,valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional
3707,3acf59de52db017d15fa950119c66e71d341a66d82d661c3a6ea0d3f4b772976,21.0,baixo,7.55,comportamento normal,16.96,875.09,0,GO,GO,DM DUPLICATA MERCANTIL,nao,,-0.302,0.302,valor 0.30 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia elevado
3708,bd9d20067dfe0d6e2839827df4fde866e8d5e3af4b6bf83fa9eab3eabc693f37,19.67,baixo,10.65,comportamento normal,16.96,9789.93,2,RS,SC,DM DUPLICATA MERCANTIL,nao,0.0215,-0.4259,0.4259,valor 0.02 desvios acima da media do pagador; valor 0.43 desvios abaixo da media do beneficiario,pagamento com atraso de 2 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
3709,cccb325f2d4db60792bf747ab35ba3ebb3fa5f8029c091dab002360b03d9bcee,16.67,baixo,17.63,comportamento normal,16.96,866.66,2,SP,SP,DM DUPLICATA MERCANTIL,nao,,-0.7053,0.7053,valor 0.71 desvios abaixo da media do beneficiario,pagamento com atraso de 2 dias; beneficiario com alta concentracao operacional; historico de atraso elevado
3710,823798cd320a37013258b98636e6cfbb210ee6e56ec2fcad5c3bea606187dd14,15.0,baixo,21.54,comportamento normal,16.96,342.00,0,PR,PR,DM DUPLICATA MERCANTIL,nao,-0.8615,-0.6324,0.8615,valor 0.86 desvios abaixo da media do pagador; valor 0.63 desvios abaixo da media do beneficiario,historico de atraso moderado; indicador de inadimplencia elevado
3711,75b41a95e6f8208dda2b70cdf00d37a19c5339165fd264f295eec22e4748b7fd,11.0,baixo,30.88,desvio leve,16.96,14062.65,-3,SP,SP,DM DUPLICATA MERCANTIL,nao,,1.2352,1.2352,valor 1.24 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
3712,75f1157c000ff30148cd18fffc715a88397e5706dca2577f4a7ae64420ba0d01,5.67,baixo,43.3,desvio leve,16.96,11960.00,2,SP,SP,DM DUPLICATA MERCANTIL,nao,-1.7321,-1.7321,1.7321,valor 1.73 desvios abaixo da media do pagador; valor 1.73 desvios abaixo da media do beneficiario,pagamento com atraso de 2 dias; historico de atraso moderado
3713,a4706cce3853fa309e6e85e3f90ddca5cae3401447a34b80f635f2c9a03755b4,19.33,baixo,11.37,comportamento normal,16.94,7282.24,1,SP,SC,DM DUPLICATA MERCANTIL,nao,-0.3308,-0.455,0.455,valor 0.33 desvios abaixo da media do pagador; valor 0.45 desvios abaixo da media do beneficiario,pagamento com atraso de 1 dias; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; score de quantidade intermediario; indicador de inadimplencia moderado
3714,541a04b3ac75b0b3800e4fdc35566ca34b0d988ccc7e1bed838660cf9c3ac06c,16.0,baixo,19.14,comportamento normal,16.94,468.00,-8,MA,SC,DM DUPLICATA MERCANTIL,nao,,-0.7657,0.7657,valor 0.77 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia elevado
3715,f5ae547f1656d7733a1ec1348373ffe08c994637d9b05beeb72cb0f094e69c07,16.0,baixo,19.13,comportamento normal,16.94,2176.58,-3,DF,GO,DM DUPLICATA MERCANTIL,nao,,0.7654,0.7654,valor 0.77 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia elevado
3716,f6654d58bddb89e634a2714fb92163f5b4a17ee861382fd5a53c804366718a85,14.0,baixo,23.81,comportamento normal,16.94,1347.25,-8,SP,SP,DM DUPLICATA MERCANTIL,nao,-0.5805,-0.9523,0.9523,valor 0.58 desvios abaixo da media do pagador; valor 0.95 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional
3717,2371fc7fdc6ddae54bb9e8a216628f6e6f103429ea4850d9260afcc010a42305,18.0,baixo,14.45,comportamento normal,16.93,38328.74,0,SP,SP,DM DUPLICATA MERCANTIL,nao,,-0.5779,0.5779,valor 0.58 desvios abaixo da media do beneficiario,valor nominal elevado; beneficiario com alta concentracao operacional; pagador com liquidez moderada
3718,5e2a0074cb9e77ba5a44f47bcceab70096344305bde331c2bd8efb0618f9770a,20.0,baixo,9.7,comportamento normal,16.91,1041.00,0,SP,SP,DM DUPLICATA MERCANTIL,nao,0.388,0.0852,0.388,valor 0.39 desvios acima da media do pagador; valor 0.09 desvios acima da media do beneficiario,pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia moderado
3719,591bebd7a4ba4f51f66d77f4be12acd4bb2cc1acb706c34b5cb2d1f9069a0983,9.0,baixo,35.36,desvio leve,16.91,7600.00,0,BA,GO,DM DUPLICATA MERCANTIL,nao,-1.4142,-1.4142,1.4142,valor 1.41 desvios abaixo da media do pagador; valor 1.41 desvios abaixo da media do beneficiario,pagador com liquidez moderada; indicador de inadimplencia moderado
3720,4453413e32690444329b294ac0daed3e8f17320c12d2cbeff84b505268cb6685,21.0,baixo,7.32,comportamento normal,16.9,596.92,0,SC,SC,DM DUPLICATA MERCANTIL,nao,0.0318,0.2927,0.2927,valor 0.03 desvios acima da media do pagador; valor 0.29 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia elevado
3721,a3b4da743916d37cc97782d1e5697a60059bde506f37eefca5cf97c63ee28785,15.0,baixo,21.34,comportamento normal,16.9,246.60,0,RO,RO,DM DUPLICATA MERCANTIL,nao,-0.8536,-0.5534,0.8536,valor 0.85 desvios abaixo da media do pagador; valor 0.55 desvios abaixo da media do beneficiario,pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado
3722,8eaab67da69a4ce34f9cb8e2b0cb278263297a4cf516950ae68ad59da316e515,11.33,baixo,29.9,desvio leve,16.9,12840.00,1,SP,SP,DM DUPLICATA MERCANTIL,nao,,-1.1962,1.1962,valor 1.20 desvios abaixo da media do beneficiario,pagamento com atraso de 1 dias; beneficiario com alta concentracao operacional; historico de atraso moderado
3723,dcb62044b2e54fea9872df2fbd92a999ce63850c9e5ec50d2afdf7557da81173,9.0,baixo,35.32,desvio leve,16.9,5047.93,0,SC,,DM DUPLICATA MERCANTIL,nao,-0.0004,1.4129,1.4129,valor 0.00 desvios abaixo da media do pagador; valor 1.41 desvios acima da media do beneficiario,pagador com recorrencia relevante; historico de atraso moderado
3724,3b0df2dc94bb50fa0d21159b60b25a49569baee774e7817aa6974ad2324af1e0,8.33,baixo,36.91,desvio leve,16.9,7516.56,1,PE,,DM DUPLICATA MERCANTIL,nao,-1.4763,-1.0,1.4763,valor 1.48 desvios abaixo da media do pagador; valor 1.00 desvios abaixo da media do beneficiario,pagamento com atraso de 1 dias; pagador com alta recorrencia de boletos
3725,0ac3909bfddcbb5cec01f19ff563540e5626ec5655457efc3ebe8334da330f5a,17.33,baixo,15.85,comportamento normal,16.89,567.00,1,RS,SP,DM DUPLICATA MERCANTIL,nao,,-0.6338,0.6338,valor 0.63 desvios abaixo da media do beneficiario,pagamento com atraso de 1 dias; beneficiario com alta concentracao operacional; beneficiario com baixa liquidez; historico de atraso moderado
3726,793c45be2118d382c4078a8b2b05cf341c5830f8fbbe9c772176b5afcedfd2b3,21.0,baixo,7.26,comportamento normal,16.88,3678.48,0,RS,GO,DM DUPLICATA MERCANTIL,nao,0.2904,-0.2809,0.2904,valor 0.29 desvios acima da media do pagador; valor 0.28 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia elevado
3727,76bdaa30806fb9224f9aeab6071317bbc7277918b771f0455387701c1f6b10d5,16.0,baixo,18.93,comportamento normal,16.88,465.48,0,BA,RJ,DM DUPLICATA MERCANTIL,nao,,0.757,0.757,valor 0.76 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia elevado
3728,93f332b9fa7efc66c123f90cc377661a409b5221b71bc8db3c61a3d5080bbe97,10.0,baixo,32.94,desvio leve,16.88,3102.00,0,AM,AM,DM DUPLICATA MERCANTIL,nao,-1.3177,-1.3177,1.3177,valor 1.32 desvios abaixo da media do pagador; valor 1.32 desvios abaixo da media do beneficiario,indicador de inadimplencia elevado
3729,8cf60b03c3e24a2ffe6ba53ba79a89cae16157800e895fb8e75fa109cef62914,24.0,baixo,0.22,comportamento normal,16.87,87671.67,0,PR,SP,DM DUPLICATA MERCANTIL,nao,,-0.0088,0.0088,valor 0.01 desvios abaixo da media do beneficiario,valor nominal elevado; beneficiario com alta concentracao operacional; historico de atraso elevado
3730,56dd723f96f1acbe0def26ac1fa4b992595ed299ea5b2a20293e156813c29288,17.67,baixo,15.0,comportamento normal,16.87,331.16,2,SC,RJ,DM DUPLICATA MERCANTIL,nao,-0.6,-0.4439,0.6,valor 0.60 desvios abaixo da media do pagador; valor 0.44 desvios abaixo da media do beneficiario,pagamento com atraso de 2 dias; beneficiario com alta concentracao operacional; beneficiario com baixa liquidez; historico de atraso moderado
